	Thermal filter C8 P13678/C8 P13661 1.5M 100nm Cu                                								
4218.66115	0.2048176							2890.455775	0.1997424
4224.512275	0.204984							2896.3069	0.1993368
4230.3634	0.2051816							2902.158025	0.19786
4236.214525	0.2048384							2908.00915	0.1973192
4242.06565	0.2042352							2913.860275	0.1990352
4247.916775	0.2042976							2919.7114	0.200408
4253.7679	0.204932							2925.562525	0.2010112
4259.619025	0.2053688							2931.41365	0.2010112
4265.47015	0.205452							2937.264775	0.1997008
4271.321275	0.2056496							2943.1159	0.1985152
4277.1724	0.2053376							2948.967025	0.196716
4283.023525	0.2053064							2954.81815	0.194792
4288.87465	0.20566							2960.669275	0.1929512
4294.725775	0.2054104							2966.5204	0.1914328
4300.5769	0.206544							2972.371525	0.1911
4306.428025	0.2072096							2978.22265	0.1927328
4312.27915	0.2071368							2984.073775	0.1950832
4318.130275	0.206908							2989.9249	0.196612
4323.9814	0.2069392							2995.776025	0.1977352
4329.832525	0.2071056							3001.62715	0.1982344
4335.68365	0.2066584							3007.478275	0.1972256
4341.534775	0.2066584							3013.3294	0.1966432
4347.3859	0.207012							3019.180525	0.1976624
4353.237025	0.2069392							3025.03165	0.1987024
4359.08815	0.2073968							3030.882775	0.198952
4364.939275	0.2081248							3036.7339	0.1985256
4370.7904	0.207532							3042.585025	0.1980056
4376.641525	0.2070744							3048.43615	0.1969136
4382.49265	0.2076568							3054.287275	0.1957072
4388.343775	0.2076152							3060.1384	0.1956656
4394.1949	0.2073968							3065.989525	0.1951664
4400.046025	0.2075632							3071.84065	0.1942928
4405.89715	0.2078128							3077.691775	0.1937624
4411.748275	0.207792							3083.5429	0.193232
4417.5994	0.206804							3089.394025	0.1924624
4423.450525	0.2059824							3095.24515	0.1919112
4429.30165	0.206336							3101.096275	0.1916512
4435.152775	0.2062112							3106.9474	0.191672
4441.0039	0.206804							3112.798525	0.1912976
4446.855025	0.2068352							3118.64965	0.1901848
4452.70615	0.2058472							3124.500775	0.1889264
4458.557275	0.2062424							3130.3519	0.1889264
4464.4084	0.2069704							3136.203025	0.1886664
4470.259525	0.2066688							3142.05415	0.188084
4476.11065	0.2065752							3147.905275	0.1875848
4481.961775	0.20618							3153.7564	0.1868256
4487.8129	0.2051504							3159.607525	0.1861392
4493.664025	0.2049944							3165.45865	0.1855672
4499.51515	0.2046512							3171.309775	0.1849536
4505.366275	0.2040688							3177.1609	0.1841632
4511.2174	0.203216							3183.012025	0.1838616
4517.068525	0.2023632							3188.86315	0.1841112
4522.91965	0.2032368							3194.714275	0.1840592
4528.770775	0.2035176							3200.5654	0.1836952
4534.6219	0.2038088							3206.416525	0.1827072
4540.473025	0.2032576							3212.26765	0.1822184
4546.32415	0.2028416							3218.118775	0.1820624
4552.175275	0.2034448							3223.9699	0.1811888
4558.0264	0.2036112							3229.821025	0.1804088
4563.877525	0.2032264							3235.67215	0.1803776
4569.72865	0.2028312							3241.523275	0.1797952
4575.579775	0.2030392							3247.3744	0.179452
4581.4309	0.2025608							3253.225525	0.1798576
4587.282025	0.2007408							3259.07665	0.1797328
4593.13315	0.2003976							3264.927775	0.1797328
4598.984275	0.2013232							3270.7789	0.1795144
4604.8354	0.2027896							3276.630025	0.178568
4610.686525	0.2020096							3282.48115	0.1780168
4616.53765	0.2016768							3288.332275	0.1777152
4622.388775	0.202332							3294.1834	0.1784328
4628.2399	0.2018328							3300.034525	0.17862
4634.091025	0.2006368							3305.88565	0.1773616
4639.94215	0.2003248							3311.736775	0.1767688
4645.793275	0.2011464							3317.5879	0.176748
4651.6444	0.2019992							3323.439025	0.176696
4657.495525	0.2027896							3329.29015	0.1761344
4663.34665	0.2020304							3335.141275	0.1758536
4669.197775	0.2010216							3340.9924	0.1751984
4675.0489	0.2017704							3346.843525	0.1750424
4680.900025	0.2018536							3352.69465	0.1756248
4686.75115	0.1999192							3358.545775	0.1747928
4692.602275	0.1982552							3364.3969	0.1747512
4698.4534	0.1985152							3370.248025	0.1751672
4704.304525	0.1997944							3376.09915	0.1748344
4710.15565	0.2008656							3381.950275	0.1745744
4716.006775	0.2006368							3387.8014	0.1753232
4721.8579	0.2011776							3393.652525	0.1752816
4727.709025	0.2005432							3399.50365	0.1746368
4733.56015	0.19968							3405.354775	0.1745952
4739.411275	0.2004184							3411.2059	0.174096
4745.2624	0.2006368							3417.057025	0.1735656
4751.113525	0.1998984							3422.90815	0.1732952
4756.96465	0.1989104							3428.759275	0.1720576
4762.815775	0.1988272							3434.6104	0.1718704
4768.6669	0.1998776							3440.461525	0.1738048
4774.518025	0.1999088							3446.31265	0.1751776
4780.36915	0.1982864							3452.163775	0.1758328
4786.220275	0.1979952							3458.0149	0.176748
4792.0714	0.1988064							3463.866025	0.176748
4797.922525	0.1983488							3469.71715	0.1775384
4803.77365	0.1990352							3475.568275	0.1782976
4809.624775	0.1992224							3481.4194	0.1783808
4815.4759	0.1996072							3487.270525	0.1792128
4821.327025	0.1992328							3493.12165	0.179452
4827.17815	0.1973608							3498.972775	0.1793168
4833.029275	0.1956136							3504.8239	0.1803256
4838.8804	0.1963208							3510.675025	0.1804088
4844.731525	0.1982656							3516.52615	0.1804608
4850.58265	0.198224							3522.377275	0.1806584
4856.433775	0.1975688							3528.2284	0.1813656
4862.2849	0.1970592							3534.079525	0.1811472
4868.136025	0.1977352							3539.93065	0.1810848
4873.98715	0.1993576							3545.781775	0.1825096
4879.838275	0.1986608							3551.6329	0.1827696
4885.6894	0.196716							3557.484025	0.1828736
4891.540525	0.1957904							3563.33515	0.1832688
4897.39165	0.1975272							3569.186275	0.1833104
4903.242775	0.1983488							3575.0374	0.1840592
4909.0939	0.198224							3580.888525	0.1849432
4914.945025	0.19604							3586.73965	0.1849848
4920.79615	0.1951664							3592.590775	0.18486
4926.647275	0.1956656							3598.4419	0.1848808
4932.4984	0.1945216							3604.293025	0.18512
4938.349525	0.1945112							3610.14415	0.1856088
4944.20065	0.1944904							3615.995275	0.1856088
4950.051775	0.1934608							3621.8464	0.1856088
4955.9029	0.1935232							3627.697525	0.1859832
4961.754025	0.194844							3633.54865	0.1857024
4967.60515	0.1964768							3639.399775	0.1854008
4973.456275	0.1963624							3645.2509	0.1861496
4979.3074	0.1961648							3651.102025	0.1863472
4985.158525	0.1948856							3656.95315	0.1861392
4991.00965	0.1943344							3662.804275	0.1863264
4996.860775	0.1964248							3668.6554	0.1869192
5002.7119	0.1969864							3674.506525	0.1875328
5008.563025	0.1965912							3680.35765	0.18824
5014.41415	0.1957696							3686.208775	0.18902
5020.265275	0.1951352							3692.0599	0.1890616
5026.1164	0.1972048							3697.911025	0.1889888
5031.967525	0.1983592							3703.76215	0.1891552
5037.81865	0.196872							3709.613275	0.1892592
5043.669775	0.1974128							3715.4644	0.1898624
5049.5209	0.1987544							3721.315525	0.1894984
5055.372025	0.1973192							3727.16665	0.1903512
5061.22315	0.197288							3733.017775	0.1912976
5067.074275	0.1985464							3738.8689	0.191048
5072.9254	0.1998152							3744.720025	0.1905176
5078.776525	0.2006368							3750.57115	0.1906736
5084.62765	0.1993784							3756.422275	0.1909336
5090.478775	0.19708							3762.2734	0.1904344
5096.3299	0.1966952							3768.124525	0.1908504
5102.181025	0.196508							3773.97565	0.1918488
5108.03215	0.196144							3779.826775	0.1919528
5113.883275	0.1968408							3785.6779	0.1917344
5119.7344	0.1968928							3791.529025	0.1913496
5125.585525	0.1955408							3797.38015	0.1919112
5131.43665	0.1965184							3803.231275	0.1924728
5137.287775	0.1964352							3809.0824	0.1924936
5143.1389	0.1936792							3814.933525	0.1938144
5148.990025	0.1941888							3820.78465	0.1943032
5154.84115	0.1965496							3826.635775	0.1940328
5160.692275	0.1963312							3832.4869	0.1946256
5166.5434	0.1963104							3838.338025	0.1953848
5172.394525	0.1953536							3844.18915	0.195676
5178.24565	0.1976936							3850.040275	0.1951144
5184.096775	0.1976104							3855.8914	0.194948
5189.9479	0.1945944							3861.742525	0.1955928
5195.799025	0.1958944							3867.59365	0.1965288
5201.65015	0.1978496							3873.444775	0.1968304
5207.501275	0.1975168							3879.2959	0.1974856
5213.3524	0.19578							3885.147025	0.1984528
5219.203525	0.1959048							3890.99815	0.1991392
5225.05465	0.1949688							3896.849275	0.1987856
5230.905775	0.1952288							3902.7004	0.1992224
5236.7569	0.1961752							3908.551525	0.199732
5242.608025	0.1943968							3914.40265	0.1997424
5248.45915	0.1943864							3920.253775	0.2008136
5254.310275	0.1946984							3926.1049	0.2013752
5260.1614	0.1938352							3931.956025	0.2019056
5266.012525	0.194428							3937.80715	0.2021864
5271.86365	0.1925872							3943.658275	0.2025192
5277.714775	0.1890616							3949.5094	0.2027688
5283.5659	0.191776							3955.360525	0.2031536
5289.417025	0.1899976							3961.21165	0.2045784
5295.26815	0.1911208							3967.062775	0.204308
5301.119275	0.1932736							3972.9139	0.2037256
5306.9704	0.1916616							3978.765025	0.2045576
5312.821525	0.1922648							3984.61615	0.2050048
5318.67265	0.1932528							3990.467275	0.204724
5324.523775	0.1934712							3996.3184	0.2047344
5330.3749	0.1907152							4002.169525	0.2045472
5336.226025	0.1899248							4008.02065	0.204464
5342.07715	0.1911832							4013.871775	0.204672
5347.928275	0.1919944							4019.7229	0.2048072
5353.7794	0.1934816							4025.574025	0.204412
5359.630525	0.1915264							4031.42515	0.2039752
5365.48165	0.188708							4037.276275	0.2042456
5371.332775	0.189072							4043.1274	0.2040064
5377.1839	0.1896336							4048.978525	0.2040376
5383.035025	0.1882816							4054.82965	0.2058784
5388.88615	0.1889472							4060.680775	0.2063672
5394.737275	0.1909336							4066.5319	0.205972
5400.5884	0.190424							4072.383025	0.2056496
5406.439525	0.1881048							4078.23415	0.204464
5412.29065	0.1875016							4084.085275	0.2041624
5418.141775	0.1873144							4089.9364	0.204256
5423.9929	0.1860352							4095.787525	0.204152
5429.844025	0.1867008							4101.63865	0.2045472
5435.69515	0.187824							4107.489775	0.2039752
5441.546275	0.185796							4113.3409	0.2041624
5447.3974	0.184496							4119.192025	0.2043184
5453.248525	0.1854736							4125.04315	0.203788
5459.09965	0.1872312							4130.894275	0.2033928
5464.950775	0.1843712							4136.7454	0.2041416
5470.8019	0.18096							4142.596525	0.2039752
5476.653025	0.1833104							4148.44765	0.2029456
5482.50415	0.1863472							4154.298775	0.2032576
5488.355275	0.1877928							4160.1499	0.2039232
5494.2064	0.1856504							4166.001025	0.203736
5500.057525	0.1849536							4171.85215	0.2029976
5505.90865	0.1861184							4177.703275	0.2024256
5511.759775	0.1845272							4183.5544	0.2024152
5517.6109	0.1849224							4189.405525	0.202956
5523.462025	0.1849432							4195.25665	0.2030288
5529.31315	0.183976							4201.107775	0.2034656
5535.164275	0.1832376							4206.9589	0.203892
5541.0154	0.1828112							4212.810025	0.203736
5546.866525	0.1829048							4218.66115	0.2048176
5552.71765	0.1854008							4224.512275	0.204984
5558.568775	0.1871376							4230.3634	0.2051816
5564.4199	0.187304							4236.214525	0.2048384
5570.271025	0.1878552							4242.06565	0.2042352
5576.12215	0.1906944							4247.916775	0.2042976
5581.973275	0.1919112							4253.7679	0.204932
5587.8244	0.1886352							4259.619025	0.2053688
5593.675525	0.1863264							4265.47015	0.205452
5599.52665	0.1904032							4271.321275	0.2056496
5605.377775	0.191204							4277.1724	0.2053376
5611.2289	0.1901328							4283.023525	0.2053064
5617.080025	0.1910272							4288.87465	0.20566
5622.93115	0.1903824							4294.725775	0.2054104
5628.782275	0.1910688							4300.5769	0.206544
5634.6334	0.1923792							4306.428025	0.2072096
5640.484525	0.1908504							4312.27915	0.2071368
5646.33565	0.1908192							4318.130275	0.206908
5652.186775	0.192868							4323.9814	0.2069392
5658.0379	0.1966744							4329.832525	0.2071056
5663.889025	0.1974024							4335.68365	0.2066584
5669.74015	0.1940536							4341.534775	0.2066584
5675.591275	0.1893944							4347.3859	0.207012
5681.4424	0.18746							4353.237025	0.2069392
5687.293525	0.1878136							4359.08815	0.2073968
5693.14465	0.1897584							4364.939275	0.2081248
5698.995775	0.1915264							4370.7904	0.207532
5704.8469	0.192972							4376.641525	0.2070744
5710.698025	0.1966536							4382.49265	0.2076568
5716.54915	0.1970488							4388.343775	0.2076152
5722.400275	0.1958008							4394.1949	0.2073968
5728.2514	0.19604							4400.046025	0.2075632
5734.102525	0.195156							4405.89715	0.2078128
5739.95365	0.1964872							4411.748275	0.207792
5745.804775	0.1988792							4417.5994	0.206804
5751.6559	0.200876							4423.450525	0.2059824
5757.507025	0.1997008							4429.30165	0.206336
5763.35815	0.196196							4435.152775	0.2062112
5769.209275	0.1948856							4441.0039	0.206804
5775.0604	0.1942824							4446.855025	0.2068352
5780.911525	0.1979536							4452.70615	0.2058472
5786.76265	0.19786							4458.557275	0.2062424
5792.613775	0.1968928							4464.4084	0.2069704
5798.4649	0.2011568							4470.259525	0.2066688
5804.316025	0.2012088							4476.11065	0.2065752
5810.16715	0.20306							4481.961775	0.20618
5816.018275	0.1997944							4487.8129	0.2051504
5821.8694	0.1967784							4493.664025	0.2049944
5827.720525	0.1984528							4499.51515	0.2046512
5833.57165	0.2006576							4505.366275	0.2040688
5839.422775	0.2002624							4511.2174	0.203216
5845.2739	0.200304							4517.068525	0.2023632
5851.125025	0.2031848							4522.91965	0.2032368
5856.97615	0.2042352							4528.770775	0.2035176
5862.827275	0.1996176							4534.6219	0.2038088
5868.6784	0.1962688							4540.473025	0.2032576
5874.529525	0.1964352							4546.32415	0.2028416
5880.38065	0.1986504							4552.175275	0.2034448
5886.231775	0.1991288							4558.0264	0.2036112
5892.0829	0.1995032							4563.877525	0.2032264
5897.934025	0.1981928							4569.72865	0.2028312
5903.78515	0.1998048							4575.579775	0.2030392
5909.636275	0.2026544							4581.4309	0.2025608
5915.4874	0.2045368							4587.282025	0.2007408
5921.338525	0.20566							4593.13315	0.2003976
5927.18965	0.2018016							4598.984275	0.2013232
5933.040775	0.1982968							4604.8354	0.2027896
5938.8919	0.2015416							4610.686525	0.2020096
5944.743025	0.2070432							4616.53765	0.2016768
5950.59415	0.2089776							4622.388775	0.202332
5956.445275	0.2061592							4628.2399	0.2018328
5962.2964	0.2070016							4634.091025	0.2006368
5968.147525	0.2099656							4639.94215	0.2003248
5973.99865	0.2069912							4645.793275	0.2011464
5979.849775	0.204048							4651.6444	0.2019992
5985.7009	0.20566							4657.495525	0.2027896
5991.552025	0.2046408							4663.34665	0.2020304
5997.40315	0.2028							4669.197775	0.2010216
6003.254275	0.202124							4675.0489	0.2017704
								4680.900025	0.2018536
								4686.75115	0.1999192
								4692.602275	0.1982552
								4698.4534	0.1985152
								4704.304525	0.1997944
								4710.15565	0.2008656
								4716.006775	0.2006368
								4721.8579	0.2011776
								4727.709025	0.2005432
								4733.56015	0.19968
								4739.411275	0.2004184
								4745.2624	0.2006368
								4751.113525	0.1998984
								4756.96465	0.1989104
								4762.815775	0.1988272
								4768.6669	0.1998776
								4774.518025	0.1999088
								4780.36915	0.1982864
								4786.220275	0.1979952
								4792.0714	0.1988064
								4797.922525	0.1983488
								4803.77365	0.1990352
								4809.624775	0.1992224
								4815.4759	0.1996072
								4821.327025	0.1992328
								4827.17815	0.1973608
								4833.029275	0.1956136
								4838.8804	0.1963208
								4844.731525	0.1982656
								4850.58265	0.198224
								4856.433775	0.1975688
								4862.2849	0.1970592
								4868.136025	0.1977352
								4873.98715	0.1993576
								4879.838275	0.1986608
								4885.6894	0.196716
								4891.540525	0.1957904
								4897.39165	0.1975272
								4903.242775	0.1983488
								4909.0939	0.198224
								4914.945025	0.19604
								4920.79615	0.1951664
								4926.647275	0.1956656
								4932.4984	0.1945216
								4938.349525	0.1945112
								4944.20065	0.1944904
								4950.051775	0.1934608
								4955.9029	0.1935232
								4961.754025	0.194844
								4967.60515	0.1964768
								4973.456275	0.1963624
								4979.3074	0.1961648
								4985.158525	0.1948856
								4991.00965	0.1943344
								4996.860775	0.1964248
								5002.7119	0.1969864
								5008.563025	0.1965912
								5014.41415	0.1957696
								5020.265275	0.1951352
								5026.1164	0.1972048
								5031.967525	0.1983592
								5037.81865	0.196872
								5043.669775	0.1974128
								5049.5209	0.1987544
								5055.372025	0.1973192
								5061.22315	0.197288
								5067.074275	0.1985464
								5072.9254	0.1998152
								5078.776525	0.2006368
								5084.62765	0.1993784
								5090.478775	0.19708
								5096.3299	0.1966952
								5102.181025	0.196508
								5108.03215	0.196144
								5113.883275	0.1968408
								5119.7344	0.1968928
								5125.585525	0.1955408
								5131.43665	0.1965184
								5137.287775	0.1964352
								5143.1389	0.1936792
								5148.990025	0.1941888
								5154.84115	0.1965496
								5160.692275	0.1963312
								5166.5434	0.1963104
								5172.394525	0.1953536
								5178.24565	0.1976936
								5184.096775	0.1976104
								5189.9479	0.1945944
								5195.799025	0.1958944
								5201.65015	0.1978496
								5207.501275	0.1975168
								5213.3524	0.19578
								5219.203525	0.1959048
								5225.05465	0.1949688
								5230.905775	0.1952288
								5236.7569	0.1961752
								5242.608025	0.1943968
								5248.45915	0.1943864
								5254.310275	0.1946984
								5260.1614	0.1938352
								5266.012525	0.194428
								5271.86365	0.1925872
								5277.714775	0.1890616
								5283.5659	0.191776
								5289.417025	0.1899976
								5295.26815	0.1911208
								5301.119275	0.1932736
								5306.9704	0.1916616
								5312.821525	0.1922648
								5318.67265	0.1932528
								5324.523775	0.1934712
								5330.3749	0.1907152
								5336.226025	0.1899248
								5342.07715	0.1911832
								5347.928275	0.1919944
								5353.7794	0.1934816
								5359.630525	0.1915264
								5365.48165	0.188708
								5371.332775	0.189072
								5377.1839	0.1896336
								5383.035025	0.1882816
								5388.88615	0.1889472
								5394.737275	0.1909336
								5400.5884	0.190424
								5406.439525	0.1881048
								5412.29065	0.1875016
								5418.141775	0.1873144
								5423.9929	0.1860352
								5429.844025	0.1867008
								5435.69515	0.187824
								5441.546275	0.185796
								5447.3974	0.184496
								5453.248525	0.1854736
								5459.09965	0.1872312
								5464.950775	0.1843712
								5470.8019	0.18096
								5476.653025	0.1833104
								5482.50415	0.1863472
								5488.355275	0.1877928
								5494.2064	0.1856504
								5500.057525	0.1849536
								5505.90865	0.1861184
								5511.759775	0.1845272
								5517.6109	0.1849224
								5523.462025	0.1849432
								5529.31315	0.183976
								5535.164275	0.1832376
								5541.0154	0.1828112
								5546.866525	0.1829048
								5552.71765	0.1854008
								5558.568775	0.1871376
								5564.4199	0.187304
								5570.271025	0.1878552
								5576.12215	0.1906944
								5581.973275	0.1919112
								5587.8244	0.1886352
								5593.675525	0.1863264
								5599.52665	0.1904032
								5605.377775	0.191204
								5611.2289	0.1901328
								5617.080025	0.1910272
								5622.93115	0.1903824
								5628.782275	0.1910688
								5634.6334	0.1923792
								5640.484525	0.1908504
								5646.33565	0.1908192
								5652.186775	0.192868
								5658.0379	0.1966744
								5663.889025	0.1974024
								5669.74015	0.1940536
								5675.591275	0.1893944
								5681.4424	0.18746
								5687.293525	0.1878136
								5693.14465	0.1897584
								5698.995775	0.1915264
								5704.8469	0.192972
								5710.698025	0.1966536
								5716.54915	0.1970488
								5722.400275	0.1958008
								5728.2514	0.19604
								5734.102525	0.195156
								5739.95365	0.1964872
								5745.804775	0.1988792
								5751.6559	0.200876
								5757.507025	0.1997008
								5763.35815	0.196196
								5769.209275	0.1948856
								5775.0604	0.1942824
								5780.911525	0.1979536
								5786.76265	0.19786
								5792.613775	0.1968928
								5798.4649	0.2011568
								5804.316025	0.2012088
								5810.16715	0.20306
								5816.018275	0.1997944
								5821.8694	0.1967784
								5827.720525	0.1984528
								5833.57165	0.2006576
								5839.422775	0.2002624
								5845.2739	0.200304
								5851.125025	0.2031848
								5856.97615	0.2042352
								5862.827275	0.1996176
								5868.6784	0.1962688
								5874.529525	0.1964352
								5880.38065	0.1986504
								5886.231775	0.1991288
								5892.0829	0.1995032
								5897.934025	0.1981928
								5903.78515	0.1998048
								5909.636275	0.2026544
								5915.4874	0.2045368
								5921.338525	0.20566
								5927.18965	0.2018016
								5933.040775	0.1982968
								5938.8919	0.2015416
								5944.743025	0.2070432
								5950.59415	0.2089776
								5956.445275	0.2061592
								5962.2964	0.2070016
								5968.147525	0.2099656
								5973.99865	0.2069912
								5979.849775	0.204048
								5985.7009	0.20566
								5991.552025	0.2046408
								5997.40315	0.2028
								6003.254275	0.202124
