icm	trans
31.980733	0.89492
32.031496	0.89316
32.082259	0.89176
32.133022	0.89205
32.183785	0.89304
32.234548	0.89416
32.285311	0.89279
32.336074	0.89129
32.386837	0.89244
32.4376	0.89239
32.488363	0.89249
32.539126	0.89269
32.589889	0.8917
32.640652	0.89118
32.691415	0.89113
32.742178	0.88907
32.792941	0.88705
32.843704	0.88667
32.894467	0.88731
32.94523	0.89005
32.995993	0.89054
33.046756	0.88902
33.097519	0.88734
33.148282	0.88524
33.199045	0.88417
33.249808	0.8846
33.300571	0.88584
33.351334	0.88522
33.402097	0.88247
33.45286	0.88143
33.503623	0.88162
33.554386	0.88185
33.605149	0.88147
33.655912	0.87998
33.706675	0.87919
33.757438	0.87906
33.808201	0.87975
33.858964	0.87998
33.909727	0.87866
33.96049	0.8764
34.011253	0.87528
34.062016	0.87545
34.112779	0.87439
34.163542	0.87395
34.214305	0.87498
34.265068	0.87583
34.315831	0.87586
34.366594	0.87522
34.417357	0.87433
34.46812	0.87269
34.518883	0.87135
34.569646	0.87142
34.620409	0.87324
34.671172	0.87449
34.721935	0.87367
34.772698	0.87102
34.823461	0.86779
34.874224	0.86755
34.924987	0.86926
34.97575	0.87113
35.026513	0.8724
35.077276	0.87154
35.128039	0.86969
35.178802	0.86828
35.229565	0.8663
35.280328	0.86518
35.331091	0.86654
35.381854	0.86797
35.432617	0.86881
35.48338	0.86789
35.534143	0.86576
35.584906	0.86286
35.635669	0.86049
35.686432	0.86092
35.737195	0.86244
35.787958	0.86377
35.838721	0.8631
35.889484	0.85982
35.940247	0.85735
35.99101	0.85767
36.041773	0.85842
36.092536	0.85817
36.143299	0.85755
36.194062	0.85613
36.244825	0.85509
36.295588	0.85427
36.346351	0.85406
36.397114	0.85396
36.447877	0.85345
36.49864	0.8533
36.549403	0.85532
36.600166	0.85837
36.650929	0.85564
36.701692	0.85475
36.752455	0.8549
36.803218	0.85483
36.853981	0.855
36.904744	0.85361
36.955507	0.85291
37.00627	0.85288
37.057033	0.85461
37.107796	0.85876
37.158559	0.85957
37.209322	0.85685
37.260085	0.85601
37.310848	0.85684
37.361611	0.85809
37.412374	0.85862
37.463137	0.8577
37.5139	0.85732
37.564663	0.85718
37.615426	0.85703
37.666189	0.85659
37.716952	0.85709
37.767715	0.85957
37.818478	0.8598
37.869241	0.85803
37.920004	0.8546
37.970767	0.8534
38.02153	0.85423
38.072293	0.85558
38.123056	0.85664
38.173819	0.85663
38.224582	0.85662
38.275345	0.85446
38.326108	0.85269
38.376871	0.85323
38.427634	0.85562
38.478397	0.85464
38.52916	0.85324
38.579923	0.85321
38.630686	0.85182
38.681449	0.85184
38.732212	0.85289
38.782975	0.85421
38.833738	0.85286
38.884501	0.85513
38.935264	0.85569
38.986027	0.85386
39.03679	0.85384
39.087553	0.85213
39.138316	0.85251
39.189079	0.85379
39.239842	0.8525
39.290605	0.85064
39.341368	0.85025
39.392131	0.85302
39.442894	0.85583
39.493657	0.85405
39.54442	0.85243
39.595183	0.85168
39.645946	0.85067
39.696709	0.85347
39.747472	0.85686
39.798235	0.85793
39.848998	0.85623
39.899761	0.85399
39.950524	0.85583
40.001287	0.85659
40.070554	0.8299807
40.32257	0.82577475
40.574586	0.82153925
40.826602	0.8200322
41.078618	0.81838725
41.330634	0.8180228
41.58265	0.81769775
41.834666	0.81712645
42.086682	0.81436845
42.338698	0.8093154
42.590714	0.8070105
42.84273	0.805533
43.094746	0.8033069
43.346762	0.8019082
43.598778	0.79906155
43.850794	0.7960376
44.10281	0.79437295
44.354826	0.79112245
44.606842	0.7893002
44.858858	0.78795075
45.110874	0.7853208
45.36289	0.7827204
45.614906	0.7803564
45.866922	0.7801594
46.118938	0.7793911
46.370954	0.77731275
46.62297	0.77490935
46.874986	0.7703685
47.127002	0.76829015
47.379018	0.76911755
47.631034	0.768891
47.88305	0.7677287
48.135066	0.7659951
48.387082	0.7650889
48.639098	0.76429105
48.891114	0.76330605
49.14313	0.76159215
49.395146	0.7588046
49.647162	0.75666715
49.899178	0.7546479
50.151194	0.75170275
50.40321	0.7497426
50.655226	0.7481469
